HGNC.symbol	Protein.Coding	Immunity.Gene	Pseudogene	TM.Domain	SEG	Coiled.coil	Signal.peptide	Avg.transcript	Avg.GC.content	Total.exons	Constitutive.exons	Mouse.homologs.70	Nucleus	Cytoplasm	Mitochondrion	Golgi	ER	Cell.surface
ARHGEF25	1	0	0	0	1	0	0	2300.33333333333	0.564	32	0	1	0	1	0	0	0	0
ARHGEF3	1	0	0	0	0	0	0	1931.33333333333	0.4362	39	0	1	0	1	0	0	0	0
ARHGEF4	1	0	0	0	1	0	1	2785.1	0.467	44	0	0	0	1	0	0	0	0
ARID1A	1	0	0	0	1	0	0	4305.5	0.4593	42	0	1	1	0	0	0	0	0
ARID1B	1	0	0	0	1	1	0	5137.16666666667	0.4087	37	0	1	1	1	0	0	0	0
ARID3A	1	0	0	0	1	1	0	2502	0.5894	22	0	1	1	1	0	1	0	0
ARID4A	1	0	0	0	1	1	0	3258.5	0.3748	43	0	1	1	0	0	0	0	0
ARL1	1	0	0	0	1	0	0	1155	0.3951	28	0	1	0	1	0	1	0	0
ARL13B	1	0	0	0	1	1	0	3115.16666666667	0.362	29	0	1	0	0	0	0	0	0
ARL16	1	0	0	0	0	0	0	872.666666666667	0.5696	32	0	1	0	0	0	0	0	0
ARL2-SNX15	1	0	0	0	0	0	0	2392	0.5241	11	11	0	0	0	0	0	0	0
ARL3	1	0	0	0	1	0	0	3844	0.4457	6	6	1	1	1	0	1	0	0
ARL9	1	0	0	0	0	0	0	1258	0.4196	4	4	0	0	0	0	0	0	0
ARNT	1	0	0	0	1	0	0	3003	0.4121	50	0	1	1	1	0	0	0	0
ARNTL	1	0	0	0	1	1	0	1365.8	0.4543	54	0	1	1	1	0	0	0	0
ARPC1A	1	0	0	0	1	0	0	1594.33333333333	0.4837	26	0	1	0	1	0	0	0	0
ARPC1B	1	0	0	0	1	0	0	754.615384615385	0.5601	45	0	1	0	1	0	0	0	0
ARPC2	1	0	0	0	0	0	0	946.833333333333	0.4432	48	0	1	0	1	0	1	0	0
ARPC4	1	0	0	0	0	0	0	1149	0.4844	20	0	1	0	1	0	0	0	0
ARPC4-TTLL3	1	0	0	0	1	1	0	1104.75	0.4996	19	0	0	0	0	0	0	0	0
ARPC5	1	0	0	0	0	0	0	3156	0.3838	12	0	0	0	1	0	0	0	0
ARRB1	1	0	0	0	1	0	0	1224.57142857143	0.5196	36	0	1	1	1	0	0	0	0
ARSA	1	0	0	0	1	0	1	1652.16666666667	0.612	23	0	1	0	1	0	0	1	0
ARSB	1	0	0	1	1	0	1	2497	0.4101	18	0	1	0	0	1	1	1	1
ARSD	1	0	0	1	1	0	1	2102	0.4888	25	0	0	0	0	0	0	1	0
ARSE	1	0	0	1	1	0	1	1748.25	0.4583	21	0	0	0	0	0	0	1	0
ARSF	1	0	0	1	1	0	1	2077.5	0.4073	13	9	0	0	0	0	0	1	0
ARSJ	1	0	0	0	1	1	0	3455	0.364	9	0	1	0	0	0	0	1	0
ART5	1	0	0	0	0	0	1	1039.6	0.5669	15	0	1	0	0	0	0	0	0
ASAH2	1	0	0	1	1	0	1	2401.83333333333	0.3706	27	1	0	0	0	1	0	0	0
ASF1B	1	0	0	0	1	0	0	985.2	0.5111	13	0	1	1	0	0	0	0	0
ASGR1	1	0	0	1	1	0	0	1068.75	0.5595	26	0	1	0	0	0	0	0	0
ASH2L	1	0	0	0	1	0	0	1880.875	0.4299	39	0	1	1	0	0	0	0	0
ASL	1	0	0	0	1	0	0	1599.2	0.546	37	0	0	0	1	0	0	0	0
ASMTL	1	0	0	0	1	0	0	2036.66666666667	0.5223	22	0	0	0	1	0	0	0	0
ASNS	1	0	0	0	1	0	0	1382.85714285714	0.3842	44	0	1	0	1	0	0	0	0
ASPH	1	0	0	1	1	1	0	2133.7619047619	0.3817	81	0	1	0	1	0	0	1	0
ASRGL1	1	0	0	0	1	0	0	1260.125	0.4411	28	0	1	1	1	0	0	0	0
ATAD3C	1	0	0	0	1	1	0	2192	0.5698	17	0	0	0	0	0	0	0	0
ATCAY	1	0	0	1	1	0	0	2615.25	0.516	25	0	1	0	1	1	0	0	0
ATF2	1	0	0	0	1	1	0	2125.61111111111	0.3605	45	0	1	1	1	1	0	0	0
ATF4	1	0	0	0	1	1	0	1782.66666666667	0.5894	7	0	1	1	1	0	0	0	0
ATF6	1	0	0	0	1	1	0	7496	0.3721	18	0	1	1	0	0	1	1	0
ATF7	1	0	0	1	1	1	0	2346.85714285714	0.4293	36	0	0	1	1	0	0	0	0
ATF7IP2	1	0	0	0	1	1	0	2071.09090909091	0.414	42	0	0	1	1	0	0	0	0
ATG4B	1	0	0	0	1	0	0	1117.23076923077	0.5233	62	0	1	0	1	0	0	0	0
ATG4C	1	0	0	0	0	0	0	1512	0.3544	18	0	1	0	1	0	0	0	0
ATIC	1	0	0	0	0	0	0	1385.42857142857	0.4116	39	0	1	0	1	1	0	0	0
ATN1	1	0	0	0	1	1	0	4320.5	0.5553	16	0	0	1	1	0	0	0	0
ATOH7	1	0	0	0	1	0	0	1480	0.5426	1	1	1	1	0	0	0	0	0
ATP10A	1	0	0	1	1	0	0	3207.6	0.4651	38	0	1	0	0	0	0	1	0
ATP11A	1	0	0	1	1	1	0	4906.375	0.5033	59	0	1	0	0	0	0	1	0
ATP12A	1	0	0	1	1	0	0	3995	0.4926	26	20	1	0	0	0	0	0	0
ATP13A2	1	0	0	1	1	0	0	1676	0.5723	54	0	1	0	0	0	0	0	0
ATP1A1	1	0	0	1	1	0	0	2153.33333333333	0.4446	40	0	1	0	0	0	1	1	0
ATP1A2	1	1	0	1	1	1	0	4390.66666666667	0.5038	39	0	1	0	1	0	0	0	0
ATP1A3	1	0	0	1	1	1	0	3134.5	0.5613	39	0	1	1	1	0	1	1	0
ATP1B1	1	0	0	1	1	0	0	1736.33333333333	0.4348	11	1	1	0	0	0	0	0	0
ATP2A2	1	0	0	1	1	0	1	2998.83333333333	0.4342	43	0	1	0	1	0	0	1	0
ATP2B1	1	0	0	1	1	0	0	4167.66666666667	0.3637	40	0	1	1	1	0	0	0	0
ATP2C1	1	0	0	1	1	0	0	2832.7	0.3756	70	0	1	0	0	0	1	0	0
ATP2C2	1	0	0	1	1	1	0	2401	0.4883	54	0	1	0	0	0	0	0	0
ATP5A1	1	0	0	0	1	0	0	1522	0.4444	49	0	1	0	0	1	0	0	0
ATP5C1	1	0	0	0	0	0	0	1120.5	0.4013	26	0	1	0	0	1	0	0	0
ATP5D	1	0	0	0	1	1	0	685.75	0.6297	17	0	1	0	0	1	0	0	0
ATP5EP2	1	0	0	0	0	0	0	385	0.4026	1	1	0	0	0	1	0	0	0
ATP5F1	1	0	0	1	1	1	0	1917	0.3938	19	0	1	1	0	1	0	0	0
ATP5G3	1	0	0	1	1	0	0	2373.66666666667	0.4096	13	0	1	0	0	1	0	0	0
ATP5H	1	0	0	0	0	1	0	563	0.4761	13	0	0	0	1	1	0	0	0
ATP5J2-PTCD1	1	0	0	0	1	0	0	1411	0.5336	15	0	0	0	0	0	0	0	0
ATP5S	1	0	0	0	1	0	0	3066.2	0.4064	27	0	1	0	0	1	0	0	0
ATP6V0A1	1	0	0	1	1	1	0	1768.28571428571	0.4547	72	0	1	0	1	0	1	0	0
ATP6V0A4	1	0	0	1	1	1	0	2978	0.4587	34	0	1	0	0	0	0	0	0
ATP6V0C	1	0	0	1	1	0	0	884.4	0.6073	11	0	1	0	0	0	0	0	0
ATP6V0D2	1	0	0	0	0	0	0	1132.66666666667	0.3914	15	0	1	0	0	0	0	0	0
ATP6V0E1	1	0	0	1	0	0	0	856.5	0.4409	10	0	1	0	0	0	0	0	0
ATP6V0E2	1	0	0	1	1	0	0	1760.1	0.5493	25	0	0	0	0	0	0	0	0
ATP6V1B1	1	0	0	0	1	0	0	1247	0.5022	30	0	1	0	1	0	0	0	0
ATP6V1B2	1	0	0	0	0	0	0	1100.8	0.3951	29	0	1	0	1	0	0	0	0
ATP6V1C2	1	0	0	0	1	1	0	2333.5	0.4973	17	0	1	0	1	0	0	0	0
ATP6V1D	1	0	0	0	1	1	0	946.545454545455	0.3854	39	0	1	0	1	0	0	0	0
ATP6V1E2	1	0	0	0	1	1	0	1769	0.4472	15	0	1	0	1	0	0	0	0
ATP6V1G2	1	0	0	0	1	1	0	1094.2	0.492675	81	0	0	0	1	0	0	0	0
ATP6V1G2-DDX39B	1	0	0	0	0	0	0	1295.5	0.4736	18	0	0	0	0	0	0	0	0
ATP6V1H	1	0	0	0	0	0	0	1237.6	0.392	52	0	1	0	1	0	0	0	0
ATP8B1	1	0	0	1	1	0	0	2660.2	0.4299	38	0	1	0	0	0	1	1	0
ATPAF2	1	0	0	0	1	0	0	1053.5	0.4963	33	0	1	0	0	1	0	0	0
ATR	1	0	0	0	1	0	0	2727.16666666667	0.3714	66	0	1	0	0	0	1	0	0
ATRX	1	0	0	0	1	1	0	3708.38461538462	0.3773	75	0	1	1	0	0	0	0	0
ATXN10	1	0	0	0	1	1	0	1920.25	0.4057	32	0	1	0	1	0	0	0	0
ATXN7	1	0	0	0	1	0	0	3594	0.4077	37	0	1	1	1	0	0	0	0
AUP1	1	0	0	1	1	0	0	1638	0.556	29	0	1	0	0	0	0	1	0
AURKB	1	0	0	0	1	0	0	884.9	0.5269	40	0	1	1	1	0	0	0	0
AVIL	1	0	0	0	0	0	0	2064.66666666667	0.4757	39	0	1	0	1	0	0	0	0
AWAT2	1	0	0	1	0	0	0	1555	0.4767	13	0	1	0	0	0	0	1	0
AXIN2	1	1	0	0	1	1	0	1946.25	0.5132	26	0	1	1	1	0	1	0	0
AXL	1	0	0	1	1	0	1	3500	0.5086	28	0	1	0	0	0	0	0	1
AZIN1	1	0	0	0	0	0	0	1938.2	0.4082	33	0	1	1	1	0	0	0	0
B3GAT2	1	0	0	1	1	0	0	5885.5	0.3989	6	2	1	0	0	0	0	0	0
B3GAT3	1	0	0	1	1	1	0	1443.8	0.5395	16	0	1	0	0	0	1	0	0
B3GNT2	1	0	0	1	0	0	0	2599.5	0.454	4	0	1	0	0	0	0	0	0
B3GNT4	1	0	0	1	1	0	0	2443	0.5939	13	0	1	0	0	0	0	0	0
B3GNT5	1	0	0	1	0	0	0	1860.5	0.4215	26	0	1	0	0	0	0	0	0
B4GALNT4	1	0	0	1	1	0	0	1580.33333333333	0.6598	28	0	1	0	0	0	0	0	0
B4GALT7	1	0	0	1	1	0	0	863.4	0.5792	24	0	1	0	0	0	1	0	0
BAAT	1	0	0	0	1	0	0	2814.5	0.379966666666667	9	4	0	0	1	0	0	0	0
BACE2	1	0	0	1	1	0	1	4860.33333333333	0.4556	21	0	1	0	0	0	1	1	1
BACH1	1	0	0	0	1	1	0	1405.16666666667	0.3961	27	0	1	1	1	0	0	0	0
BACH2	1	0	0	0	1	1	0	4770	0.405	18	0	1	1	1	0	0	0	0
BAG1	1	0	0	0	1	1	0	1530.8	0.4661	26	0	1	1	1	0	0	0	0
BAG2	1	0	0	0	0	1	0	6651	0.3877	3	3	1	0	1	0	0	0	0
BAG4	1	0	0	0	1	0	0	2371.66666666667	0.4183	12	0	1	1	1	0	0	0	0
BAG6	1	0	0	0	1	0	1	1889.775	0.52384578313253	593	0	1	1	1	0	0	0	0
BARHL1	1	0	0	0	1	0	0	1769	0.5885	6	1	1	1	0	0	0	0	0
BATF	1	0	0	0	1	1	0	670.5	0.4452	8	0	1	1	1	0	0	0	0
BATF2	1	0	0	0	1	1	0	1472.5	0.5311	10	0	0	1	0	0	0	0	0
BAZ1A	1	0	0	0	1	1	0	2848.85714285714	0.3975	48	0	1	0	0	0	0	0	0
BAZ1B	1	0	0	0	1	1	0	5765	0.4319	24	0	1	1	0	0	0	0	0
BAZ2B	1	0	0	0	1	1	0	2711.625	0.3616	74	0	1	1	0	0	0	0	0
BBOX1	1	0	0	0	0	0	0	1526.8	0.3738	24	0	1	0	1	1	0	0	0
BBS1	1	0	0	0	1	0	0	1393.07142857143	0.4991	68	0	0	0	1	0	0	0	0
BBS4	1	0	0	1	1	1	0	1217.46153846154	0.4076	52	0	1	1	1	0	0	0	0
BBX	1	0	0	0	1	1	0	1569.71428571429	0.3695	73	0	1	0	1	0	0	0	0
BCAP29	1	0	0	1	1	1	0	1600.38461538462	0.3742	41	0	0	0	0	0	0	1	0
BCAR3	1	0	0	0	1	0	0	2905.8	0.4508	31	0	1	0	0	0	0	0	0
BCAS2	1	0	0	0	1	1	0	1299	0.4033	9	0	1	1	0	0	0	0	0
BCAT1	1	0	0	0	1	0	0	3297.42857142857	0.4006	29	0	1	0	1	1	0	0	0
BCCIP	1	0	0	0	1	0	0	1668.66666666667	0.4286	14	0	0	1	0	0	0	0	0
BCHE	1	0	0	1	1	0	1	1788.8	0.323	11	0	1	0	0	0	0	1	0
BCKDHA	1	0	0	0	1	0	0	1214.5	0.5349	30	0	0	0	0	1	0	0	0
BCL2L1	1	0	0	1	0	0	0	1390.88888888889	0.482	15	0	1	1	1	1	0	0	0
BCL2L10	1	0	0	1	1	0	0	1037	0.5223	4	0	0	0	1	1	0	0	0
BCL2L11	1	1	0	0	1	0	0	2255.86956521739	0.4442	30	0	1	0	1	1	0	0	0
BCL2L13	1	0	0	1	1	1	0	3889.23076923077	0.428	28	0	0	1	0	1	0	0	0
BCL2L2	1	0	0	1	1	0	0	1185	0.514	15	0	1	0	1	1	0	0	0
BCL7A	1	0	0	0	1	0	0	4414	0.5298	11	0	1	0	0	0	0	0	0
BCL7C	1	0	0	0	1	0	0	1739.5	0.4881	15	0	0	0	0	0	0	0	0
BCL9L	1	0	0	0	1	0	0	5376.66666666667	0.5925	19	0	1	1	0	0	0	0	0
BCLAF1	1	0	0	0	1	1	0	3609.4	0.3561	61	0	1	1	1	0	0	0	0
BCOR	1	1	0	0	1	1	0	3709	0.5323	34	0	1	1	0	0	0	0	0
BCR	1	0	0	0	1	1	0	4397	0.5307	55	0	1	0	1	0	0	0	0
BCS1L	1	1	0	1	1	0	0	1150.28571428571	0.5442	45	0	1	0	0	1	0	0	0
BEGAIN	1	0	0	0	1	1	0	1899	0.6097	22	0	1	0	1	0	0	0	0
BEND2	1	0	0	0	1	0	0	3274.5	0.4011	16	9	0	0	0	0	0	0	0
BGLAP	1	0	0	0	1	0	1	732	0.6338	6	0	0	0	1	0	1	1	0
BHLHE22	1	0	0	0	1	1	0	3262	0.5359	1	1	1	1	0	0	0	0	0
BHMT2	1	0	0	0	1	0	0	1172.25	0.4335	22	0	1	0	1	0	0	0	0
BIRC2	1	0	0	0	1	1	0	1894.2	0.3886	37	0	1	1	1	0	0	0	0
BIRC5	1	0	0	0	1	1	0	1211.22222222222	0.4927	21	0	1	1	1	0	0	0	0
BIRC6	1	0	0	0	1	1	0	5595.33333333333	0.3756	97	0	1	0	1	0	0	0	0
BIRC8	1	0	0	0	0	0	0	2026	0.4842	1	1	0	1	1	0	0	0	0
BLOC1S1	1	0	0	0	1	1	0	685.666666666667	0.5505	12	0	0	0	1	1	0	0	0
BMI1	1	0	0	0	1	0	0	1230.5	0.416	29	0	0	1	1	0	0	0	0
BMP15	1	0	0	0	1	0	1	1179	0.4463	2	2	0	0	1	0	0	0	0
BMP2	1	0	0	1	1	0	1	3601	0.4378	3	3	1	0	0	0	0	0	1
BMP2K	1	0	0	0	1	1	0	4098	0.3568	28	0	1	1	0	0	0	0	0
BMP3	1	0	0	0	0	0	1	5734	0.3726	3	3	1	0	0	0	0	0	0
BMP5	1	0	0	0	1	0	0	3952	0.341	7	7	1	0	0	0	0	0	0
BMP6	1	0	0	0	1	0	1	2780	0.4339	7	7	1	0	1	0	0	0	0
BMP8A	1	0	0	0	1	0	1	1692	0.55	7	7	0	0	0	0	0	0	0
BMPR1A	1	1	0	1	1	0	1	5838	0.3989	16	1	1	0	0	0	0	0	0
BMPR2	1	0	0	1	1	0	1	10572	0.4104	16	0	1	0	1	0	0	0	1
BNC2	1	0	0	0	1	0	0	2620.14285714286	0.389	33	0	1	1	1	0	0	0	0
BOK	1	0	0	0	0	0	0	2657	0.6166	5	5	1	1	1	1	0	1	0
BPGM	1	0	0	0	0	0	0	1577.25	0.3966	10	0	1	0	1	0	0	0	0
BPTF	1	0	0	0	1	1	0	4127.58333333333	0.4086	68	0	1	1	1	0	0	0	0
BPY2	1	0	0	0	0	0	0	726.666666666667	0.4258	15	0	0	1	0	0	0	0	0
BPY2B	1	0	0	0	0	0	0	695.333333333333	0.4259	17	0	0	1	0	0	0	0	0
BPY2C	1	0	0	0	0	0	0	695.333333333333	0.4258	17	0	0	1	0	0	0	0	0
BRAF	1	1	0	0	1	1	0	3463.25	0.3797	28	0	1	1	1	1	0	0	0
BRAP	1	0	0	0	1	1	0	2986.5	0.4441	16	0	1	0	1	0	0	0	0
BRCA1	1	1	0	1	1	1	0	2248	0.4293	70	0	0	1	1	0	0	0	0
BRCC3	1	0	0	0	1	1	0	1639.77777777778	0.3776	31	0	1	1	0	0	0	0	0
BRD1	1	0	0	0	1	1	0	4304.8	0.54	25	0	1	1	0	0	0	0	0
BRD2	1	0	0	0	1	1	0	2779.15789473684	0.513795555555556	242	0	1	1	1	0	0	0	0
BRD4	1	0	0	0	1	1	0	2725.14285714286	0.5024	44	0	1	1	1	0	0	0	0
BRD8	1	0	0	0	1	1	0	1895.58823529412	0.4302	75	0	0	1	0	1	0	0	0
BRF2	1	0	0	0	1	0	0	1204.5	0.4989	13	1	1	0	0	0	0	0	0
BRI3	1	0	0	1	1	0	0	682	0.5197	16	0	1	0	0	0	0	0	0
BRIP1	1	1	0	0	1	0	0	2397.8	0.3592	31	0	1	1	1	0	0	0	0
BRMS1	1	0	0	0	1	1	0	1163	0.5588	24	0	1	1	1	0	0	0	0
BRPF3	1	0	0	0	1	1	0	3526.27272727273	0.4704	29	0	1	0	1	0	0	0	0
BRSK1	1	0	0	0	1	0	0	1726	0.5448	35	0	1	1	1	0	0	0	0
BRSK2	1	0	0	0	1	0	0	2541.66666666667	0.6385	48	0	1	0	1	0	0	1	0
BRWD1	1	0	0	0	1	1	0	4349.72727272727	0.3865	69	0	1	1	1	0	0	0	0
BST1	1	0	0	1	1	0	1	1209.2	0.4352	19	3	1	0	0	0	0	0	0
BST2	1	0	0	1	1	1	0	1019	0.5838	9	0	0	0	1	0	1	0	1
BTAF1	1	0	0	0	1	1	0	7094	0.3737	46	0	1	1	0	0	0	0	0
BTF3	1	0	0	0	1	0	0	756.5	0.3863	21	0	1	1	1	0	0	0	0
BTF3L4	1	0	0	0	1	0	0	1897.8	0.4119	23	0	1	0	0	0	0	0	0
BTG2	1	0	0	0	1	0	0	1993.5	0.5333	5	0	1	0	0	0	0	0	0
BTK	1	1	0	0	1	0	0	2502.75	0.4318	39	0	1	1	1	0	0	0	0
BTNL3	1	0	0	1	1	0	1	2440	0.432	8	8	0	0	0	0	0	0	0
BUB1B	1	1	0	0	1	1	0	2179.75	0.3874	45	0	1	0	1	0	0	0	0
BZRAP1	1	0	0	0	1	1	0	3335.8	0.5784	50	0	1	0	1	1	0	0	0
C10orf10	1	0	0	0	1	0	0	1366.5	0.5722	6	0	0	0	0	1	0	0	0
C10orf2	1	0	0	0	1	0	0	3153	0.5235	12	0	1	0	0	1	0	0	0
C11orf24	1	0	0	1	1	0	1	1192	0.5205	22	0	0	0	0	0	1	0	0
C11orf30	1	0	0	0	1	0	0	2861.30769230769	0.3768	51	0	1	0	0	0	0	0	0
C11orf45	1	0	0	0	1	0	0	2116.5	0.5214	9	0	0	0	0	0	0	0	0
C14orf105	1	0	0	0	1	1	0	1217.11111111111	0.3997	25	0	0	0	0	0	0	0	0
C14orf166	1	0	0	0	1	0	0	2291.5	0.3673	20	0	1	1	1	0	0	0	0
C14orf39	1	0	0	0	1	1	0	1165	0.3701	30	0	0	0	0	0	0	0	0
C15orf38-AP3S2	1	0	0	0	0	0	0	1259.33333333333	0.4541	15	0	0	0	0	0	0	0	0
C17orf75	1	0	0	0	1	0	1	1223.55555555556	0.4491	38	0	1	0	0	0	0	0	0
C17orf85	1	0	0	0	1	1	0	5240	0.4457	26	0	1	0	0	0	0	0	0
C18orf8	1	0	0	0	1	0	0	1659.42857142857	0.4514	48	0	1	0	0	0	0	0	0
C19orf43	1	0	0	0	1	0	0	895.5	0.5486	10	0	1	0	0	0	0	0	0
C19orf48	1	0	0	0	0	0	0	1162.6	0.5479	30	0	0	0	0	0	0	0	0
C1orf167	1	0	0	0	1	1	0	2666.75	0.5519	36	0	0	0	0	0	0	0	0
C1orf87	1	0	0	0	1	0	0	1667.5	0.3838	21	0	0	0	0	0	0	0	0
C1QBP	1	0	0	0	1	0	0	785.25	0.4667	17	0	1	1	1	1	0	0	1
C1QTNF5	1	0	0	0	1	0	1	1353	0.6869	4	0	1	0	0	0	0	0	0
C1RL	1	0	0	0	1	0	1	1058.88888888889	0.4907	34	0	1	0	0	0	0	0	0
C21orf62	1	0	0	0	0	0	1	1579	0.4356	17	0	0	0	0	0	0	0	0
C22orf29	1	0	0	0	1	0	0	5164.25	0.5511	10	0	0	0	0	1	0	0	0
C2orf15	1	0	0	0	0	0	0	1557.33333333333	0.4242	9	0	0	0	0	0	0	0	0
C4A	1	1	0	0	1	0	1	5300.6	0.5359	275	0	0	0	0	0	0	0	0
C4B	1	1	0	0	1	0	1	5328.33333333333	0.5563	270	1	0	0	0	0	0	0	0
C4BPB	1	0	0	0	1	0	1	979.8	0.4001	19	0	0	0	0	0	0	0	0
C5	1	1	0	0	1	0	1	5465	0.3808	49	0	1	0	0	0	0	0	0
C5AR1	1	0	0	1	1	0	0	1546	0.4969	9	0	0	0	1	0	0	0	1
C6orf118	1	0	0	0	1	1	0	1812	0.4112	14	0	0	0	0	0	0	0	0
C6orf132	1	0	0	0	1	0	0	3552	0.5252	7	1	0	0	0	0	0	0	0
C8A	1	1	0	0	1	0	1	2356	0.4056	11	11	1	0	0	0	0	0	0
C8G	1	0	0	0	1	0	1	711	0.653	14	0	1	0	0	0	0	0	0
C8orf44-SGK3	1	0	0	0	1	0	0	2949	0.4075	21	1	0	0	0	0	0	0	0
CA5B	1	0	0	0	0	0	0	2114.8	0.4171	30	0	1	0	0	1	0	0	0
CAB39	1	0	0	0	0	0	0	2098.75	0.4078	24	0	1	0	1	0	0	0	0
CABLES1	1	0	0	0	1	1	0	2006.33333333333	0.4832	28	0	1	1	1	0	0	0	0
CABP1	1	0	0	0	1	0	0	1413.5	0.5199	15	0	0	1	1	0	0	0	0
CABP4	1	0	0	0	1	0	0	1555.66666666667	0.5747	22	0	1	0	1	0	0	0	0
CABP5	1	0	0	0	0	1	0	1257	0.4672	8	0	1	0	1	0	0	0	0
CACNA1F	1	0	0	1	1	1	0	4645.5	0.5286	57	0	1	0	0	0	0	0	0
CACNA1I	1	0	0	1	1	1	0	8147	0.5605	41	0	1	0	0	0	0	0	0
CACNA2D1	1	1	0	0	1	0	1	3422.5	0.3498	58	0	1	0	0	0	0	0	0
CACNA2D2	1	0	0	0	1	1	0	5006.66666666667	0.5652	52	0	1	0	0	0	0	0	0
CACNA2D3	1	0	0	0	1	0	1	2854.88888888889	0.4218	59	0	1	0	0	0	0	0	0
CACNA2D4	1	0	0	0	1	1	0	2558.92857142857	0.5046	91	0	1	0	0	0	0	0	0
CACNB4	1	0	0	0	1	1	0	2521.25	0.4146	33	0	1	0	1	0	0	0	0
CACNG2	1	0	0	1	1	0	0	2384	0.4764	6	0	1	0	0	0	0	0	0
CACNG4	1	0	0	1	1	0	0	3380	0.5237	4	4	1	0	0	0	0	0	0
CAD	1	0	0	0	1	0	0	3352.2	0.5117	67	0	1	1	1	0	0	0	0
CADM3	1	0	0	1	1	0	1	2334	0.462	14	4	1	0	0	0	0	0	0
CALB1	1	0	0	0	0	1	0	1153.6	0.3625	34	0	1	1	1	0	0	0	0
CALCR	1	0	0	1	1	0	1	2191	0.352	27	3	1	0	1	0	0	0	0
CALM2	1	0	0	0	0	0	0	976.4	0.3971	22	0	1	1	1	0	0	0	0
CALML3	1	0	0	0	0	0	0	2763	0.5856	1	1	1	0	0	0	0	0	0
CALML4	1	0	0	0	0	0	0	2567.42857142857	0.5069	17	0	1	0	0	0	0	0	0
CALML5	1	0	0	0	0	0	0	859	0.6705	1	1	0	0	0	0	0	0	0
CALN1	1	0	0	1	1	0	0	6298.16666666667	0.4335	15	0	1	0	1	0	0	0	0
CAMK1	1	0	0	0	0	0	0	1105.25	0.5129	23	0	1	1	1	0	0	0	0
CAMK1D	1	0	0	0	1	0	0	3818.66666666667	0.4561	17	0	1	1	1	0	0	0	0
CAMK1G	1	0	0	0	1	0	0	1953.33333333333	0.4701	17	0	1	0	1	0	0	0	0
CAMK2G	1	0	0	0	1	0	0	2797.33333333333	0.5165	46	0	1	0	1	0	0	0	0
CAMK4	1	0	0	0	1	1	0	2923	0.3731	36	0	1	1	1	0	0	0	0
CAMKK2	1	0	0	0	1	0	0	3259.84615384615	0.5083	42	0	1	1	1	0	0	0	0
CAMKV	1	0	0	0	1	0	0	1978.3	0.5612	45	0	1	0	1	0	0	0	0
CAND1	1	0	0	0	1	0	0	4663.75	0.3692	32	0	1	1	1	0	0	0	0
CANX	1	0	0	1	1	1	1	1309.13333333333	0.458	56	0	1	0	1	1	0	1	0
CAP1	1	0	0	0	1	1	0	1284.4375	0.4327	54	0	1	0	1	0	0	0	0
CAP2	1	0	0	0	1	1	0	1839.33333333333	0.4232	32	2	1	0	0	0	0	0	0
CAPN11	1	0	0	0	1	0	0	1292.66666666667	0.5157	34	0	1	0	1	0	0	0	0
CAPN12	1	0	0	0	1	1	0	1238	0.5115	45	0	1	0	1	0	0	0	0
CAPN5	1	0	0	0	1	0	0	2173.33333333333	0.5596	33	0	1	0	1	0	0	0	1
CAPN7	1	0	0	0	1	1	0	1507	0.3711	36	0	1	0	1	0	0	0	0
CAPN9	1	0	0	0	1	0	0	2339.66666666667	0.4785	24	0	1	0	1	0	0	0	0
CAPS2	1	0	0	0	0	1	0	1946.875	0.3515	42	0	0	0	0	0	0	0	0
CAPSL	1	0	0	0	0	0	0	823.5	0.4168	9	2	1	0	1	0	0	0	0
CAPZB	1	0	0	0	0	1	0	1528.4	0.4921	27	0	1	0	1	0	0	0	0
CARD14	1	0	0	0	1	1	0	2536.42857142857	0.5429	49	0	1	0	1	0	0	0	0
CARD9	1	1	0	0	1	1	0	1949.66666666667	0.6446	30	0	1	0	1	0	0	0	0
CARM1	1	0	0	0	1	0	0	1674.625	0.5432	39	0	1	1	1	0	0	0	0
CARS	1	0	0	0	1	1	0	2137.28571428571	0.52	103	0	1	0	1	0	0	0	0
CASC1	1	0	0	0	1	1	0	1873.33333333333	0.382	38	0	0	0	0	0	0	0	0
CASK	1	0	0	0	1	1	0	3713.25	0.3873	50	0	1	1	1	0	0	0	0
CASP14	1	0	0	0	1	1	0	3241	0.477	9	0	1	1	1	0	0	0	0
CASP2	1	0	0	0	1	0	0	2498.25	0.4343	26	0	1	1	1	1	0	0	0
CASP5	1	0	0	0	1	0	0	1058	0.3719	21	0	0	0	1	0	0	0	0
CASP7	1	0	0	0	1	0	0	2296.2	0.4296	26	0	0	1	1	0	0	0	0
CASP8	1	1	0	0	0	1	0	1334.25	0.439	45	0	0	1	1	1	0	0	0
CASP8AP2	1	0	0	0	1	1	0	2861.33333333333	0.4257	19	0	0	0	0	0	0	0	0
CASR	1	0	0	1	1	0	1	4400	0.4103	12	0	1	0	0	0	0	0	0
CBFA2T3	1	0	0	0	1	1	0	1524	0.6067	31	0	1	1	0	0	0	0	0
CBFB	1	0	0	0	1	0	0	1431.83333333333	0.4045	23	0	1	1	0	0	0	0	0
CBLB	1	0	0	0	1	0	0	2669.875	0.354	29	0	1	1	1	0	0	0	0
CBR1	1	0	0	0	0	0	0	1269.75	0.5062	9	0	1	0	1	0	0	0	0
